year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2002,62,512098,651064,14814048,14642636,71466,11.154000000000002,50723,7.917000000000002,2158257,795527,1362730,5.433,14.74,1821835,688794,1133041,4.704,12.442,336422,2.298,24.884,29492,30619,357281
2003,62,525005,664512,15319885,15069200,59578,9.06,45737,6.955,1930866,537941,1392925,3.57,12.813,1428226,457829,970397,3.0380000000000003,9.478,502640,3.3360000000000003,18.956,27961,29425,219326
2004,62,536396,679336,15658483,15482509,58502,8.707,43563,6.484,1682402,499590,1182812,3.227,10.866,1332872,411239,921633,2.656,8.609,349530,2.258,17.218,29223,30211,220221
2005,62,548331,696473,15902893,15805379,62089,9.018,46152,6.7029999999999985,1659563,541351,1118212,3.425,10.5,1467281,417984,1049297,2.645,9.283,192282,1.217,18.567,31137,32011,221889
2006,62,557402,716021,16387002,16159292,71120,10.068,51843,7.338999999999999,1863761,671222,1192539,4.154,11.534,1405911,457684,948227,2.832,8.7,457850,2.833,17.401,35964,36869,259934
2007,62,564073,729742,16732042,16547557,66872,9.258,52062,7.207000000000002,1982840,613298,1369542,3.706,11.983,1614102,482085,1132017,2.9130000000000003,9.754,368738,2.228,19.509,32255,33257,245895
2008,62,570173,738822,17120325,16923641,62087,8.457,52680,7.176,1934498,530722,1403776,3.136,11.431,1548004,506546,1041458,2.9930000000000003,9.147,386494,2.2840000000000003,18.294,32649,33452,246204
2009,62,577925,751878,17470289,17320345,60032,8.04,49608,6.644,1784740,517881,1266859,2.99,10.304,1480273,473248,1007025,2.732,8.546,304467,1.758,17.093,32456,33374,286277
2010,62,583951,767394,17724525,17600687,62663,8.249,47207,6.214,1698803,578310,1120493,3.286,9.652,1449540,378178,1071362,2.149,8.236,249263,1.416,16.471,30923,31809,209454
2011,62,587224,776326,17996874,17851408,59040,7.652,49508,6.417000000000002,1686042,483725,1202317,2.71,9.445,1394062,399587,994475,2.238,7.809,291980,1.636,15.619000000000002,32860,33929,232425
2012,62,590772,780976,18263909,18104748,59606,7.659,54236,6.9689999999999985,1919402,548701,1370701,3.031,10.602,1603962,463891,1140071,2.562,8.859,315440,1.742,17.719,32905,35436,265131
2013,62,594023,788836,18436980,18329550,61936,7.894,53359,6.801,1861032,523183,1337849,2.854,10.153,1646896,480407,1166489,2.6210000000000004,8.985,214136,1.168,17.97,34844,35639,275879
2014,62,597393,801872,18677489,18526507,66524,8.362,53875,6.772,1820690,592007,1228683,3.195,9.827,1514230,442862,1071368,2.39,8.173,306460,1.654,16.347,36336,37554,258725
2015,62,599241,819883,19105922,18904431,74440,9.18,56539,6.972,2140184,745087,1395097,3.941,11.321,1735861,507904,1227957,2.687,9.182,404323,2.139,18.365,38117,39155,271410
2016,62,603805,836403,19617748,19366395,71656,8.651,55350,6.683,2068307,614189,1454118,3.1710000000000003,10.68,1563602,462303,1101299,2.387,8.074,504705,2.6060000000000003,16.148,39247,40405,291439
2017,62,605650,842383,20106093,19869230,70931,8.454,64306,7.664,2365203,610126,1755077,3.071,11.904000000000002,1895643,629751,1265892,3.169,9.541,469560,2.363,19.081,41169,42659,328906
2018,62,599751,839693,20500445,20334148,65640,7.848,58995,7.0539999999999985,2151502,646984,1504518,3.182,10.581,1815670,532489,1283181,2.619,8.929,335832,1.652,17.858,41569,43250,303964
1978,71,43157,45299,659140,623170,7796,17.684,5369,12.179,171891,63335,108556,10.163,27.583,99935,37979,61956,6.0939999999999985,16.037,71956,11.547,32.073,3926,3943,23316
1979,71,45394,47560,713119,687769,7834,16.903,5409,11.671,176338,54842,121496,7.974,25.639,125564,41391,84173,6.018,18.257,50774,7.3820000000000014,36.51300000000001,3979,4004,26914
1980,71,45889,48309,720142,717273,7556,15.800999999999998,6578,13.755999999999998,146012,53652,92360,7.48,20.357,140254,46926,93328,6.542000000000002,19.554,5758,0.8029999999999999,39.108,4515,4542,28236
1981,71,47594,50123,749834,734900,7546,15.349,5623,11.438,156223,59662,96561,8.118,21.258000000000006,125478,35284,90194,4.801,17.074,30745,4.184,34.148,3797,3825,20709
1982,71,49119,52157,763692,745603,9433,18.536,6900,13.559,168022,67416,100606,9.042,22.535,131955,40068,91887,5.374,17.698,36067,4.837,35.396,5142,5167,29080
1983,71,53297,56427,779749,771122,10363,18.998,6603,12.105,162606,68795,93811,8.921,21.087,144760,45255,99505,5.869,18.773,17846,2.314,37.545,4834,4890,30546
1984,71,55004,58193,816304,796310,10287,18.033,7989,14.005,174658,64087,110571,8.048,21.933000000000003,134725,47475,87250,5.9620000000000015,16.919,39933,5.015,33.837,6092,6147,32435
1985,71,56926,60145,858896,838246,10739,18.208,8408,14.255999999999998,205583,76238,129345,9.095,24.525,163904,64386,99518,7.681,19.553,41679,4.972,39.106,6431,6494,50372
1986,71,58501,62191,896043,876112,10947,17.942,8590,14.079,198453,76861,121592,8.773,22.652,158466,55623,102843,6.349,18.087,39987,4.564,36.175,6418,6458,39124
1987,71,59553,64219,954338,932085,11443,18.154,9071,14.390999999999998,221807,85884,135923,9.214,23.797,177422,59850,117572,6.421,19.035,44385,4.762,38.07,6902,6925,43239
1988,71,63371,68114,996217,976512,13188,19.905,9467,14.289,228023,86399,141624,8.847999999999997,23.351,188248,71073,117175,7.278,19.278,39775,4.073,38.555,7056,7155,48041
1989,71,65916,70950,1055434,1028379,12562,18.044,9896,14.215,232964,81952,151012,7.9689999999999985,22.654,177815,64267,113548,6.249,17.291,55149,5.363,34.582,7570,7684,47428
1990,71,66366,71338,1116081,1085043,10811,15.214,10256,14.433,234463,76766,157697,7.075,21.609,172123,66522,105601,6.131,15.863,62340,5.745,31.726,7832,7926,48869
1991,71,63473,68519,1108958,1102562,9485,13.800999999999998,9901,14.406,207761,79578,128183,7.218,18.843,195660,70578,125082,6.401,17.746,12101,1.098,35.492,7645,7784,51618
1992,71,64049,69161,1147178,1128862,9707,14.137,8716,12.693,239432,81667,157765,7.234,21.21,201560,83989,117571,7.44,17.855,37872,3.355,35.71,6326,6383,44971
1993,71,66072,71272,1200690,1173856,9982,14.206,7975,11.349,240559,87303,153256,7.437,20.493,186290,58299,127991,4.966,15.87,54269,4.623,31.74,5793,5862,41046
1994,71,68365,73843,1268107,1236592,10553,14.534,8085,11.135,253761,95689,158072,7.737999999999999,20.521,190057,62987,127070,5.0939999999999985,15.369000000000002,63704,5.152,30.739,6015,6141,46496
1995,71,70809,76587,1339284,1300124,10745,14.287,7986,10.619000000000002,267206,104061,163145,8.004,20.552,188479,59304,129175,4.561,14.497,78727,6.055,28.994,5982,6065,42843
1996,71,72239,78179,1380313,1353987,10576,13.717,8417,10.917,264200,101115,163085,7.468,19.513,211491,63797,147694,4.712,15.62,52709,3.893,31.24,6332,6397,48368
1997,71,74833,80910,1509250,1480812,10433,12.993,9212,11.472,284949,100294,184655,6.773,19.243,229145,85632,143513,5.783,15.474,55804,3.768,30.949,6732,6787,58132
1998,71,76572,82808,1570838,1542429,10421,12.706,8833,10.77,287437,100005,187432,6.484,18.635,229556,77739,151817,5.04,14.883,57881,3.753,29.766,6098,6200,49439
1999,71,77738,84283,1618910,1591287,10146,12.136,8779,10.501,278350,85557,192793,5.377000000000002,17.492,220959,71047,149912,4.465,13.886,57391,3.607,27.771,6259,6333,48411
2000,71,78721,85318,1729429,1673507,9913,11.674,9114,10.733,320846,91378,229468,5.46,19.172,208296,71437,136859,4.269,12.447,112550,6.725,24.893,6292,6515,47303
2001,71,78672,85486,1743315,1728057,10038,11.8,9198,10.813,266329,87126,179203,5.042,15.412,236668,76901,159767,4.45,13.696,29661,1.716,27.391,6460,6531,50027
2002,71,80524,87762,1776216,1764166,11704,13.393,10959,12.54,316348,112734,203614,6.39,17.932000000000006,292870,95441,197429,5.41,16.601,23478,1.331,33.202,7137,7249,65391
2003,71,83250,90618,1833081,1806974,12616,14.132,9925,11.118,330048,100537,229511,5.564,18.265,277406,80861,196545,4.475,15.352,52642,2.9130000000000003,30.704,6758,6815,52244
2004,71,86679,94243,1884908,1860723,13370,14.45,9939,10.742,295851,98280,197571,5.282,15.9,248671,76628,172043,4.118,13.364,47180,2.536,26.728,6902,6940,47702
2005,71,89349,97047,1940152,1919557,13605,14.217,10899,11.389,311002,116656,194346,6.077000000000001,16.202,270438,76918,193520,4.007,14.089,40564,2.113,28.177,7665,7716,52020
2006,71,91479,99663,1980746,1958149,15001,15.261,12272,12.484000000000002,306241,113378,192863,5.79,15.639,260887,84628,176259,4.322,13.323,45354,2.316,26.646,9163,9215,62902
2007,71,92640,101409,2033088,2018900,13812,13.741,12024,11.962,308155,99312,208843,4.919,15.264,280746,85304,195442,4.225,13.906,27409,1.358,27.812,8672,8724,54806
2008,71,92210,100991,2061802,2042412,12573,12.425,12974,12.821,297356,90803,206553,4.4460000000000015,14.559,257720,88163,169557,4.317,12.618,39636,1.941,25.237,9317,9378,56360
2009,71,91002,100125,2007603,2039036,11349,11.257,12736,12.633,245215,81642,163573,4.004,12.026,309030,83226,225804,4.082,15.156,-63815,-3.13,24.052,9200,9258,60141
2010,71,89980,99439,1995086,2002688,11116,11.153,11574,11.613,242595,90552,152043,4.522,12.113,258697,69715,188982,3.4810000000000003,12.917,-16102,-0.804,24.227,8198,8278,51675
2011,71,89834,99446,1994365,1995470,11514,11.589,11332,11.406,250158,81844,168314,4.101,12.536,253250,72599,180651,3.638,12.691,-3092,-0.155,25.073,8013,8086,48007
2012,71,90992,100766,2063201,2021670,12161,12.169,10495,10.502,295957,91845,204112,4.543,14.639,212693,65818,146875,3.256,10.521,83264,4.119,21.041,7209,7279,43239
2013,71,92345,102153,2109583,2085907,12033,11.864,10574,10.425999999999998,278495,96733,181762,4.637,13.351,230466,68097,162369,3.265,11.049,48029,2.303,22.097,7334,7361,44607
2014,71,93802,104289,2167757,2132357,12630,12.233,10542,10.211,291676,102459,189217,4.805,13.679,219665,70729,148936,3.317,10.302,72011,3.377,20.603,7580,7664,49795
2015,71,95956,106785,2230232,2195108,13229,12.535,10735,10.172,288646,96094,192552,4.378,13.15,217813,74441,143372,3.391,9.923,70833,3.227,19.845,7638,7703,51450
2016,71,99126,110498,2310971,2267862,14425,13.273,10794,9.932,307492,100061,207431,4.412,13.559,219440,72607,146833,3.202,9.676,88052,3.883,19.352,8108,8172,54020
2017,71,101750,114036,2377389,2344509,15056,13.411,11520,10.261,330680,111440,219240,4.753,14.104,264457,87249,177208,3.721,11.28,66223,2.825,22.56,8688,8731,56929
2018,71,104365,116653,2432683,2403957,14326,12.422,11672,10.121,315884,110802,205082,4.609,13.14,257268,76331,180937,3.175,10.702,58616,2.438,21.404,9394,9533,59487
1978,72,285947,339855,5155025,4878801,62558,18.61,55158,16.409000000000002,1550021,821321,728700,16.834,31.771,997323,538919,458404,11.046,20.442,552698,11.329,40.884,38333,38922,301859
1979,72,292495,350671,5501683,5343777,60868,17.596,51369,14.85,1444243,780143,664100,14.599,27.027,1131655,503205,628450,9.417,21.177,312588,5.85,42.354,35982,36530,291732
1980,72,290586,353304,5630341,5596111,57117,16.223,54638,15.519,1340652,736474,604178,13.16,23.957,1271199,502336,768863,8.977,22.716,69453,1.241,45.432,40951,41635,333361
1981,72,291963,357445,5748529,5679805,53347,15.015,49017,13.797,1260378,680978,579400,11.989,22.191,1123386,436467,686919,7.685,19.779,136992,2.412,39.557,33015,33760,256612
1982,72,287204,356326,5861374,5807020,54260,15.204,55349,15.51,1365775,701313,664462,12.077,23.519,1251651,510159,741492,8.785,21.554,114124,1.965,43.108,41246,41900,333067
1983,72,298319,369172,5992951,5927603,60070,16.56,47199,13.012,1355055,720148,634907,12.149,22.86,1221915,500381,721534,8.442,20.614,133140,2.246,41.228,33091,33864,294755
1984,72,302930,376246,6389032,6198478,61617,16.529,54708,14.675,1496291,779679,716612,12.579,24.14,1115457,543276,572181,8.765,17.996,380834,6.144,35.991,40173,40902,330767
1985,72,301993,378185,6699441,6550359,63017,16.701,61279,16.241,1626655,869042,757613,13.267,24.833,1325870,667003,658867,10.183,20.241,300785,4.592,40.482,45560,46633,413295
1986,72,305162,387150,7098769,6907608,67917,17.748,58950,15.405,1774340,1017912,756428,14.736,25.687,1392281,619748,772533,8.972000000000003,20.156,382059,5.5310000000000015,40.312,42694,43638,400138
1987,72,309646,400464,7431015,7284596,72875,18.492,60132,15.258,1836709,1015610,821099,13.942,25.214,1546269,709097,837172,9.734,21.227,290440,3.987,42.453,43982,44925,443629
1988,72,315609,411869,7660672,7554949,69534,17.107,58726,14.448,1798383,944487,853896,12.502,23.804,1595029,668333,926696,8.846,21.112,203354,2.692,42.225,40926,41998,409644
1989,72,321334,421947,7953269,7810220,67787,16.257,57823,13.868,1761687,907246,854441,11.616,22.556,1474161,661263,812898,8.467,18.875,287526,3.681,37.75,41998,43368,423730
1990,72,325281,429155,8148206,8051569,65895,15.484000000000002,58741,13.803,1698727,868950,829777,10.792,21.098000000000006,1505153,647757,857396,8.045,18.694000000000006,193574,2.404,37.38800000000001,42878,44086,423821
1991,72,324633,431037,7965464,8050651,62656,14.595,59148,13.778,1503607,825765,677842,10.257,18.677,1671755,673651,998104,8.368,20.765,-168148,-2.089,37.354,42773,44272,449448
1992,72,329661,437942,8132891,8072076,63288,14.533,58352,13.4,1611980,808247,803733,10.013,19.97,1494326,667258,827068,8.266,18.512,117654,1.4580000000000002,37.025,39131,40204,385825
1993,72,338101,445442,8244674,8185107,61406,13.902,53909,12.205,1573741,771357,802384,9.424,19.227,1451914,594684,857230,7.265,17.738,121827,1.4880000000000002,35.477,36429,37636,344252
1994,72,343694,452840,8555545,8419897,61950,13.777,55575,12.36,1677970,890308,787662,10.574000000000002,19.929,1405973,594275,811698,7.058,16.698,271997,3.23,33.396,39763,41154,386432
1995,72,350275,464299,8845931,8693282,65870,14.365,54394,11.862,1781546,933143,848403,10.734000000000002,20.493,1479397,631862,847535,7.268,17.018,302149,3.4760000000000004,34.035,39544,40941,392622
1996,72,354781,473286,9027434,8922028,65779,14.043,56047,11.965,1740993,959969,781024,10.76,19.513,1528352,642161,886191,7.197,17.13,212641,2.383,34.26,41024,42279,405368
1997,72,357486,480599,9233124,9152604,69234,14.497,63189,13.231,1893762,1017267,876495,11.115,20.691,1727464,727546,999918,7.949,18.874,166298,1.817,37.74800000000001,44115,45708,440568
1998,72,360637,482844,9440606,9364657,58384,12.105,57317,11.884,1808867,847393,961474,9.049,19.316,1647563,695834,951729,7.43,17.593,161304,1.722,35.187,37719,38828,358631
1999,72,360594,484945,9637231,9546075,57399,11.862,55325,11.433,1749318,882904,866414,9.249,18.325,1569531,650869,918662,6.818,16.442,179787,1.883,32.883,36915,38929,372670
2000,72,359526,485829,9906929,9778551,54291,11.188,53166,10.956,1745927,808996,936931,8.273,17.855,1487607,595787,891820,6.093,15.213,258320,2.642,30.426,35930,37794,343252
2001,72,362200,491228,9986898,9961685,57286,11.706,53548,10.942,1651894,796278,855616,7.9929999999999986,16.582,1606068,626193,979875,6.2860000000000005,16.122,45826,0.46,32.245,35695,37514,364291
2002,72,367816,500985,10067545,10070157,68582,13.823,58890,11.87,1894792,995975,898817,9.89,18.816,1889682,695899,1193783,6.9110000000000005,18.765,5110,0.051,37.53,38010,39400,387422
2003,72,376687,511771,10432976,10249296,65088,12.851,54483,10.757,1925614,885572,1040042,8.64,18.788,1560038,607412,952626,5.926,15.220999999999998,365576,3.567,30.442,36318,37326,331901
2004,72,386254,521072,10714457,10577094,64318,12.45,55429,10.729,1848551,860748,987803,8.138,17.477,1582168,601611,980557,5.688,14.958,266383,2.518,29.917,38304,39427,358123
2005,72,398006,537449,11029719,10887656,71281,13.442,56992,10.747,1962041,1014326,947715,9.316,18.021,1684086,605303,1078783,5.56,15.468,277955,2.553,30.936,42139,43288,400118
2006,72,407630,552978,11413560,11233669,78509,14.392,63551,11.65,2071042,1077586,993456,9.592,18.436,1712252,660138,1052114,5.876,15.242,358790,3.194,30.484,49765,50782,459268
2007,72,415103,568468,11605338,11540367,76551,13.651,61181,10.91,2069011,1034545,1034466,8.965,17.928,1929892,683338,1246554,5.921,16.723,139119,1.205,33.446,43377,44363,410837
2008,72,418566,575862,11869345,11746524,70050,12.239,63070,11.019,2050958,944889,1106069,8.044,17.46,1815326,671596,1143730,5.7170000000000005,15.454,235632,2.006,30.908,45485,46452,430323
2009,72,419417,579754,11433401,11669728,64452,11.136,62446,10.79,1602028,833122,768906,7.1389999999999985,13.728,2074136,655274,1418862,5.615,17.774,-472108,-4.046,27.456,45828,47056,435312
2010,72,424932,587335,11295042,11366825,62400,10.696,54478,9.338,1492578,754021,738557,6.634,13.130999999999998,1627150,518141,1109009,4.558,14.315,-134572,-1.1840000000000002,26.262,39401,40475,340272
2011,72,430085,594675,11548797,11433130,61576,10.419,54233,9.176,1600912,746134,854778,6.526,14.002,1366564,486680,879884,4.257,11.953,234348,2.05,23.905,40488,41591,341279
2012,72,438456,602040,11973551,11787213,64131,10.719,56646,9.468,1836167,793443,1042724,6.731,15.578,1460101,559390,900711,4.746,12.387,376066,3.19,24.774,39075,40296,354007
2013,72,445396,612934,12369916,12172307,67883,11.179,56525,9.308,1927071,871163,1055908,7.157,15.832,1526455,603551,922904,4.958,12.54,400616,3.2910000000000004,25.081,41222,42253,369355
2014,72,450640,620212,12776063,12583602,64971,10.541,57292,9.295,1887527,860875,1026652,6.841,15.0,1500159,566612,933547,4.503,11.922,387368,3.0780000000000003,23.843000000000004,43376,44490,393560
2015,72,455987,626607,13189863,12980732,63643,10.21,57093,9.159,2037381,926851,1110530,7.14,15.695,1620881,640115,980766,4.931,12.487,416500,3.209,24.974,39475,40753,405068
2016,72,466950,645065,13691226,13448509,68632,10.793,50269,7.905,2055369,989451,1065918,7.357,15.283,1573454,560237,1013217,4.166,11.7,481915,3.583,23.4,37682,38777,382753
2017,72,475346,657382,13999548,13842397,68765,10.558,56630,8.695,2194284,991798,1202486,7.165,15.852,1890814,698534,1192280,5.046,13.66,303470,2.192,27.319000000000006,39278,40817,427871
2018,72,482867,665241,14293350,14144173,62943,9.518,55084,8.33,2061798,864087,1197711,6.109,14.577,1763970,646290,1117680,4.569,12.470999999999998,297828,2.106,24.943,42132,44561,471720
1978,81,430201,463149,3161810,3014955,62072,13.617,47478,10.415,766928,243825,523103,8.087,25.437,471356,185808,285548,6.1629999999999985,15.634,295572,9.804,31.268,33799,34154,114748
1979,81,434635,468994,3279771,3203728,59670,12.959,42607,9.253,658802,232152,426650,7.246,20.564,507625,163841,343784,5.114,15.845,151177,4.7189999999999985,31.69,31280,31607,110623
1980,81,431195,467368,3224211,3270644,53310,11.433,51169,10.973,558888,201465,357423,6.16,17.088,652864,215819,437045,6.599,19.961,-93976,-2.873,34.176,36320,36628,123084
1981,81,432747,469689,3260616,3240505,50782,10.879,44955,9.631,577533,213884,363649,6.6,17.822,537231,165549,371682,5.109,16.579,40302,1.244,33.157,31043,31509,98803
1982,81,446685,484619,3436558,3354452,68521,14.4,50936,10.705,742724,345294,397430,10.294,22.141,576261,178476,397785,5.3210000000000015,17.179000000000002,166463,4.962,34.358000000000004,36672,36993,117230
1983,81,456780,496510,3438509,3395184,62748,12.925,40697,8.383,630654,238262,392392,7.018,18.575,546074,160895,385179,4.739,16.084,84580,2.491,32.168,29138,29606,110075
1984,81,504732,544901,3742374,3585251,96176,18.546,43521,8.392000000000001,807296,333380,473916,9.299,22.517,492549,158658,333891,4.425,13.738,314747,8.779,27.476,32439,32940,111821
1985,81,512798,553525,3909211,3808115,69845,12.811,53178,9.754,766041,261800,504241,6.875,20.116,565056,207034,358022,5.437,14.838,200985,5.278,29.676,39414,39988,152615
1986,81,520286,563160,4029170,3951535,68779,12.405,51337,9.259,750347,280725,469622,7.104,18.989,595324,195316,400008,4.9430000000000005,15.066,155023,3.923,30.131,37273,37880,138472
1987,81,525038,569627,4049319,3987719,70257,12.518,53520,9.536,764340,286206,478134,7.1770000000000005,19.167,641237,222900,418337,5.59,16.08,123103,3.087,32.161,38779,39276,150125
1988,81,539707,586768,4208387,4125105,70134,12.167,49417,8.573,793663,297188,496475,7.204,19.24,627863,194601,433262,4.717,15.220999999999998,165800,4.019,30.441,36233,36800,134028
1989,81,550138,600529,4399011,4289914,70328,11.914,49841,8.443999999999999,829340,306861,522479,7.153,19.332,612876,204247,408629,4.761,14.286,216464,5.046,28.573,37495,38483,146012
1990,81,559024,610813,4529777,4459277,67679,11.232,51155,8.49,794100,275004,519096,6.167000000000002,17.808,653056,208352,444704,4.672,14.645,141044,3.1630000000000003,29.29,38807,39530,148564
1991,81,565981,621304,4514913,4517305,64252,10.438,52807,8.578,733494,266962,466532,5.91,16.237000000000002,737628,229538,508090,5.081,16.329,-4134,-0.092,32.475,39345,40072,170046
1992,81,573034,630252,4561014,4528820,62809,10.056,51503,8.246,753967,245399,508568,5.419,16.648,689640,202946,486694,4.481,15.228,64327,1.42,30.456,35780,36327,136564
1993,81,580051,636079,4635647,4580778,60180,9.559,47151,7.489,746234,222971,523263,4.868,16.291,637913,183734,454179,4.011,13.925999999999998,108321,2.365,27.852,33509,34219,120788
1994,81,588057,644008,4712546,4670355,61446,9.639,48320,7.58,748376,239668,508708,5.1320000000000014,16.024,662267,190388,471879,4.077,14.18,86109,1.844,28.36,34775,35641,131475
1995,81,597479,654125,4870331,4787035,63056,9.766,46164,7.15,776777,248974,527803,5.2010000000000005,16.227,608579,173005,435574,3.614,12.713,168198,3.514,25.426,34306,35256,126757
1996,81,604643,662445,4973068,4902937,63200,9.653,47789,7.298999999999999,777260,253258,524002,5.165,15.853,635107,187297,447810,3.82,12.954,142153,2.899,25.907,35577,36414,135986
1997,81,599083,656070,4916388,4851048,62030,9.53,51619,7.931,801328,248256,553072,5.118,16.519000000000002,672138,223213,448925,4.601,13.856,129190,2.6630000000000003,27.711,36832,37726,142699
1998,81,605558,663809,5037421,4982334,61571,9.371,48097,7.32,792952,258496,534456,5.188,15.915,680700,200088,480612,4.016,13.662,112252,2.253,27.325,33577,34521,126891
1999,81,606377,665709,5134092,5076499,57165,8.652999999999999,46962,7.109,760933,234483,526450,4.619,14.989,646544,199419,447125,3.928,12.736,114389,2.253,25.472,33402,34278,129454
2000,81,606098,665924,5276292,5198662,55547,8.391,47624,7.194,789365,233676,555689,4.495,15.184,635040,197489,437551,3.799,12.215,154325,2.969,24.431,32878,33914,125720
2001,81,594953,655509,5246158,5199752,54139,8.304,47024,7.212999999999999,738372,221219,517153,4.254,14.2,646053,193731,452322,3.726,12.425,92319,1.775,24.849,33032,33766,126163
2002,81,607545,669591,5265641,5245932,63145,9.532,48806,7.3679999999999986,831151,287168,543983,5.474,15.844,791682,224197,567485,4.274,15.091,39469,0.752,30.183000000000003,32926,33454,139909
2003,81,614031,675857,5357725,5295900,60473,9.044,46017,6.8820000000000014,814104,234866,579238,4.435,15.372,690598,187484,503114,3.54,13.04,123506,2.332,26.08,31923,32719,120756
2004,81,615171,678091,5403111,5358294,57344,8.527000000000001,46168,6.865,765729,237848,527881,4.439,14.291,676681,187508,489173,3.499,12.629,89048,1.662,25.257,33966,34480,125800
2005,81,618637,681746,5348587,5371642,60721,8.984,49034,7.255,719497,243469,476028,4.532,13.394,766217,188028,578189,3.5,14.264,-46720,-0.87,26.789,35217,35888,129410
2006,81,615002,678722,5411720,5363074,65094,9.649,56950,8.441,779871,270177,509694,5.038,14.541,682922,215672,467250,4.021,12.734000000000002,96949,1.808,25.468000000000004,42749,43590,153084
2007,81,615252,678524,5365245,5342342,61056,9.072,50046,7.436,777008,249494,527514,4.67,14.544,730200,200202,529998,3.747,13.668,46808,0.8759999999999999,27.336,34644,35182,123115
2008,81,614807,678542,5436123,5392193,56416,8.361,48890,7.245,783510,228161,555349,4.231,14.53,694320,198111,496209,3.674,12.876,89190,1.654,25.753,34213,35011,127442
2009,81,611932,674227,5252523,5332923,50538,7.502999999999999,49161,7.298999999999999,612527,188690,423837,3.5380000000000003,11.486,774265,192444,581821,3.609,14.519,-161738,-3.033,22.972,34157,35099,128347
2010,81,612324,675535,5192542,5207403,51883,7.731,42952,6.401,622636,203932,418704,3.916,11.957,652972,163843,489129,3.1460000000000004,12.539,-30336,-0.583,23.913,29900,30312,103259
2011,81,611867,675178,5179743,5172607,52473,7.827000000000001,42944,6.4060000000000015,633313,191550,441763,3.703,12.244000000000002,621331,151772,469559,2.934,12.012,11982,0.232,24.024,30097,30644,101046
2012,81,617344,679596,5221945,5175399,54376,8.087,39975,5.945,678915,204713,474202,3.956,13.118,585227,158747,426480,3.067,11.308,93688,1.81,22.616,26737,27371,96233
2013,81,621079,682953,5268568,5238956,53015,7.83,41343,6.106,649038,203560,445478,3.886,12.389,587878,162860,425018,3.109,11.220999999999998,61160,1.167,22.443,28013,28400,100281
2014,81,623983,687735,5325425,5283882,53407,7.841,40246,5.908,646551,220524,426027,4.174,12.236,562926,151875,411051,2.874,10.654000000000002,83625,1.5830000000000002,21.307,28814,29190,100385
2015,81,628097,692937,5409186,5360233,54514,7.945,40907,5.9620000000000015,652980,211759,441221,3.951,12.182,556139,165729,390410,3.092,10.375,96841,1.807,20.751,29019,29539,102436
2016,81,636247,702095,5504162,5438393,57086,8.229,40391,5.822,679491,218108,461383,4.011,12.494000000000002,549016,157235,391781,2.891,10.095,130475,2.399,20.19,30370,30827,108235
2017,81,640785,707104,5569947,5525230,56192,8.022,42920,6.127000000000002,704732,220111,484621,3.984,12.755,613596,173803,439793,3.1460000000000004,11.105,91136,1.649,22.211,32177,32822,121720
2018,81,644461,709634,5649574,5594566,54566,7.75,43372,6.16,704229,216982,487247,3.878,12.588,593802,168251,425551,3.007,10.614,110427,1.974,21.228,34490,35397,130179
